id,tip,naziv,pravo_ime,vesolje,razmerje,naslov,izdaja,leto,mesec
Michel_Berman_(Earth-616),Character,Monocle,Michel Berman,Earth-616,,Fantastic Four,95,1970,February

Mick_Bird_(Earth-616),Character,Twister,Mick Bird,Earth-616,,Tales to Astonish,45,1963,July

Midtown_High_School,Location,,,,,Amazing Fantasy,15,1962,August

Mighty_Oak_(Earth-616),Character,Mighty Oak,Unknown,Earth-616,,Strange Tales,100,1962,September

Miguel_Santiago_(Earth-77013),Character,Tarantula,Miguel Santiago,Earth-77013,Single,Spider-Man Newspaper Strips,2004,2004,

Mike_Fallon_(Earth-616),Character,Metallo,Mike Fallon,Earth-616,,Tales of Suspense,16,1961,April

Mike_Zelby_(Earth-616),Character,Mike Zelby,Mike Zelby,Earth-616,,U.S.A. Comics,1,1941,August

Miklho_(Earth-616),Character,Miklho,Miklho,Earth-616,Single,Fantastic Four,13,1963,April

Miklos_Kozlov_(Earth-616),Character,Michael Kozlov,Michael Kozlov (,Earth-616,,Strange Tales,83,1961,April

Miles_Anders_(Earth-616),Character,Miles Anders,Miles Anders,Earth-616,,"Kid Slade, Gunfighter",8,1957,July

Miles_Warren_(Earth-616),Character,Jackal,Miles Warren,Earth-616,Widowed,Amazing Spider-Man,31,1965,December

Milos_Masaryk_(Earth-616),,Unicorn,Milos Masaryk,Earth-616,Single,Tales of Suspense,56,1964,August

Mindless_Ones,Race,,,,,Strange Tales,127,1964,December

Mindy_McPherson_(Earth-616),Character,Mindy S McPherson Brown,Mindy S McPherson Brown,Earth-616,Separated,Amazing Spider-Man,78,1969,November

Minerva_Murkle_(Earth-616),Character,Minerva Murkle,Minerva Murkle,Earth-616,Single,Meet Miss Bliss,1,1955,May

Minerva_Potts_(Earth-616),Character,Minerva Potts,Minerva Potts,Earth-616,,Patsy Walker,116,1964,August

Minerva_Tuttle_(Earth-616),Character,Minnie Tuttle,Minerva Tuttle,Earth-616,Single,Patsy and Hedy,89,1963,August

Minh_Chu_(Earth-616),Character,Minh Chu,Minh Chu,Earth-616,,Journey into Mystery,117,1965,June

Minotaur_(Mole_Man)_(Earth-616),Character,Minotaur,Unknown,Earth-616,,Avengers,17,1965,June

Miriam_Birchwood_(Earth-616),Character,Miriam Birchwood,Miriam Birchwood,Earth-616,,Marvel: Heroes & Legends,1,1996,October

Mirmir_(Earth-616),Character,King Mirmir,Mirmir,Earth-616,,Journey into Mystery,103,1964,April

Mirwood,Location,,,,,Fantastic Four,16,1963,July

Mister_Lightning_(Earth-616),Character,Mister Lightning,Unknown,Earth-616,,Rawhide Kid,34,1963,June

Mister_Marvel_(Earth-616),Character,Mister Marvel,Unknown,Earth-616,,Kid Colt Outlaw,106,1962,September

Mister_Morgan%27s_Monster_(Earth-TRN214),Character,Mister Morgan's Monster,Unknown,Earth-TRN214,,Strange Tales,99,1962,August

Mist_of_Hoggoth,Item,,,,,Strange Tales,116,1964,January

Mjolnir,Item,,,,,Journey into Mystery,83,1962,August

Mocuepa_Tlalticpactli_(Earth-616),Character,Yucoya-Tzin,Mocuepa Tlalticpactli,Earth-616,,Strange Tales,88,1961,September

Mogul_of_the_Mystic_Mountain_(Earth-616),,Mogul of the Mystic Mountain,Mogul,Earth-616,,Thor,137,1967,February

Molecule_Displacer,Item,,,,,Thor,182,1970,November

Molecule_Man%27s_Wand,Item,,,,,Fantastic Four,20,1963,November

Molly_Margaret_McSnide_(Earth-616),Character,Molly Margaret McSnide,Molly Margaret McSnide,Earth-616,,Fantastic Four,16,1963,July

Molnitz,Location,,,,,Tales of Suspense,73,1966,January

Moloids,Race,,,,,Fantastic Four,22,1964,January

Molto_(Earth-616),Character,Molto,Molto,Earth-616,Single,Journey into Mystery,97,1963,October

Molyb_(Earth-616),Character,Metal Master,Molyb,Earth-616,Widowed,Incredible Hulk,6,1963,March

Monk_(Earth-77013),Character,Monk,Unknown,Earth-77013,,Spider-Man Newspaper Strips,1978,1978,

Monsteroso_(Alien)_(Earth-616),Character,Monsteroso,Unknown,Earth-616,,Amazing Adventures,5,1961,October

Monster_from_Mars_(Earth-616),Character,Monster from Mars,Unknown,Earth-616,,Fantastic Four,3,1962,March

Monster_Isle,Location,,,,,Fantastic Four,1,1961,November

Monster_of_Badoon_(Earth-616),Character,Monster of Badoon,Monster of Badoon,Earth-616,Single,Silver Surfer,2,1968,October

Monster_That_Escaped_(Earth-616),Character,Monster That Escaped,Unknown,Earth-616,,Strange Tales,95,1962,April

Monstrollo_(Earth-616),Character,Monstrollo,Monstrollo,Earth-616,,Tales of Suspense,25,1962,January

Monstro_(Octopus)_(Earth-616),Character,Monstro,Monstro,Earth-616,,Tales of Suspense,8,1960,March

Montana_Joe_(Earth-616),Character,Montana Joe,Montana Joe,Earth-616,,Rawhide Kid,23,1961,August

Montgomery_Bliss_(Earth-616),Character,Montgomery G. Bliss,Montgomery G. Bliss,Earth-616,,Amazing Spider-Man,62,1968,July

Moomba_(Earth-616),Character,Moomba,Moomba,Earth-616,,Tales to Astonish,23,1961,September

Moons_of_Munnopor,Item,,,,,Strange Tales,120,1964,May

Morani,Race,,,,,Tales of Suspense,58,1964,October

Mordred_(Earth-616),Character,Mordred the Evil,Sir Mordred,Earth-616,Single,Black Knight,1,1955,May

Morduk_(Earth-616),Character,Morduk,Morduk,Earth-616,,Journey into Mystery,118,1965,July

Morgan_le_Fay_(Earth-616),Character,Morgan le Fay,Morgan le Fay,Earth-616,Widowed,Black Knight,1,1955,May

Morpheus_(Earth-616),Character,Morpheus,Morpheus,Earth-616,Single,Captain America Comics,15,1942,June

Morrat_(Earth-616),Character,Morrat,Morrat,Earth-616,Single,Fantastic Four,32,1964,November

Mortimer_Toynbee_(Earth-616),Character,Toad,"Mortimer ""Mort"" Toynbee",Earth-616,Single,X-Men,4,1964,March

Mosquito_Man_(Earth-616),Character,Mosquito Man,Unknown,Earth-616,,Stan Lee Meets the Amazing Spider-Man,1,2006,November

Mountain_Giants,Race,,,,,Journey Into Mystery,109,1964,October

Mowfus_(Earth-616),Character,Mowfus,Mowfus,Earth-616,Married,Fantastic Four,97,1970,April

Moxie_Gahagan_(Earth-616),Character,Moxie Gahagan,Moxie Gahagan,Earth-616,,Strange Tales,112,1963,September

Mr._Barning_(Earth-616),Character,Mr. Barning,Mr. Barning (first name unrevealed),Earth-616,,Amazing Adult Fantasy,10,1962,March

Mr._Brown_(Earth-616),Character,Mr. Brown,Mr. Brown (first name unrevealed),Earth-616,Married,Patsy and Hedy,58,1958,June

Mr._Evans_(Earth-616),Character,Mr. Evans,Mr. Evans (First name unknown),Earth-616,,Strange Tales,113,1963,October

Mr._Smathers_(Earth-616),Character,Mr. Smathers,Mr. Smathers,Earth-616,,Daredevil,4,1964,October

Mr._Vort_(Earth-616),Character,Mr. Vort,Mr. Vort (First name unrevealed),Earth-616,,Journey into Mystery,82,1962,July

Mrrungo-Mu_(Earth-616),Character,The Enslaver,Mrrungo-Mu,Earth-616,,Marvel Graphic Novel,58,1990,

Mrs._Brown_(Earth-616),Character,Mrs. Brown,Mrs. Brown (First name unrevealed),Earth-616,Married,Patsy and Hedy,58,1958,June

Mrs._Froelich_(Earth-616),Character,Mrs. Froelich,Mrs. Froelich (First name unrevealed),Earth-616,Widowed,Amazing Adult Fantasy,8,1962,January

Mrs._Perkins_(Earth-616),Character,Mrs. Perkins,Mrs. Perkins,Earth-616,,Daredevil,4,1964,October

Ms._Glitter_(Earth-616),Character,Ms. Glitter,Ms. Glitter (full name unrevealed),Earth-616,,Tales of Suspense,47,1963,November

Muffy_Ainsworth_(Earth-77013),Character,Muffy Ainsworth,Muffy Ainsworth,Earth-77013,,Spider-Man Newspaper Strips,2000,2000,

Muggers_Incorporated_(Earth-616),Team,,,,,Thor,154,1968,July

Murray_Anderson_(Earth-616),Character,Murray Anderson,Murray Anderson,Earth-616,,Tales of Suspense,63,1965,March

Muspelheim,Location,,,,,Journey into Mystery,97,1963,October

Mutates_(Earth-6943),Team,,,,,Thor,163,1969,April

Mutaurus_(Earth-616),Character,Mutaurus,Mutaurus,Earth-616,,Thor,143,1967,August

Mutroids,Race,,,,,Ravage 2099,1,1992,December

Mysterio_Suit,Item,,,,,Amazing Spider-Man,13,1964,June

Nameless_Mass_(Earth-616),Character,Nameless Mass,Unknown,Earth-616,,Fantastic Four,98,1970,May

Namor_McKenzie_(Earth-71016),Character,Sub-Mariner,Namor McKenzie,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Namor_McKenzie_(Earth-77013),Character,Sub-Mariner,Namor McKenzie,Earth-77013,,Spider-Man Newspaper Strips,2015,2015,

Nancy_Carter_(Barker)_(Earth-616),Character,Nancy Carter-Barker,Nancy Carter-Barker,Earth-616,Married,Rawhide Kid,27,1962,April

Nancy_Carter_(Earth-616),Character,Nancy Carter,Nancy Carter,Earth-616,Married,Two-Gun Kid,60,1962,November

Nancy_Stacy_(Earth-616),Character,Nancy Stacy,Nancy Stacy,Earth-616,Married,Amazing Spider-Man,93,1971,February

Nancy_Stokes_(Earth-616),Character,Nancy Stokes,Nancy Stokes,Earth-616,,Rawhide Kid,23,1961,August

Nan_Miller_(Earth-616),Character,Nan Miller,Nan Miller,Earth-616,Married,Strange Tales,93,1962,February

Napol%C3%A9on_Bonaparte_(Earth-5306),Character,Napoleon,Napoléon Bonaparte,Earth-616,,Menace,4,1953,June

Napoleon_Robberson_(Earth-616),Character,Napoleon Robberson,Unknown,Earth-616,Single,Fantastic Four,91,1969,October

Napoleon_Sack_(Earth-616),Character,Napoleon Sack,Napoleon Sack,Earth-616,Single,Captain America Comics,18,1942,September

Napoleon_Sickles_(Earth-616),Character,Spud Sickles,Napoleon Sickles,Earth-616,,Captain America Comics,13,1942,April

Narna_LeMarr_(Earth-77013),Character,Narna LeMarr,Narna LeMarr,Earth-77013,,Spider-Man Newspaper Strips,2006,2006,

Natalia_Romanova_(Earth-616),Character,Black Widow,Natalia Alianovna Romanova (birth name) Natalia Alianovna Shostakova (married name),Earth-616,Widowed,Tales of Suspense,52,1964,April

Natalia_Romanova_(Earth-77013),Character,Black Widow,Natalia Romanova,Earth-77013,,Spider-Man Newspaper Strips,2015,2015,

Natalie_Royalton_(Earth-616),Character,Natalie Royalton,Natalie Royalton,Earth-616,Engaged,Teen-Age Romance,84,1961,November

Natchez_(Earth-616),Character,Natchez,Natchez,Earth-616,,Rawhide Kid,17,1960,August

Nathaniel_Richards_(Immortus)_(Earth-6311),Character,Lord Immortus,Nathaniel Richards,Earth-6311,Married,Avengers,10,1964,November

Nathaniel_Richards_(Kang)_(Earth-6311),Character,Kang the Conqueror,Nathaniel Richards ,Earth-6311,Single,Avengers,8,1964,September

Nathaniel_Richards_(Rama-Tut)_(Earth-6311),Character,Pharaoh Rama-Tut,Nathaniel Richards,Earth-6311,Single,Fantastic Four,19,1963,October

Nathaniel_Richards_(Scarlet_Centurion)_(Earth-6311),Character,Scarlet Centurion,Nathaniel Richards ,Earth-6311,Single,Avengers Annual,2,1968,September

Nathan_Dolly_(Earth-616),Character,Brothers Grimm,Nathan Dolly,Earth-616,Married,Tales of Suspense,48,1963,December

Nathan_Garrett_(Earth-616),Character,Black Knight,,Earth-616,Single,Tales to Astonish,52,1964,February

Nazaka_(Earth-616),Character,Nazaka,Nazaka ,Earth-616,,Strange Tales,133,1965,June

Ned_Lester_(Earth-616),Character,Ned Lester,Ned Lester,Earth-616,Married,Two-Gun Kid,50,1959,October

Negative_Barrier,Item,,,,,Fantastic Four,48,1966,March

Negative_Zone,Location,,,,,Fantastic Four,51,1966,June

Neil_Armstrong_(Earth-616),,,,,,Fantastic Four,98,1970,May

Nelson_and_Murdock_(Earth-616),Organization,,,,,Daredevil,1,1964,April

Nelson_and_Murdock_Law_Office,Location,,,,,Daredevil,1,1964,April

Nelson_Brown_(Earth-616),Character,Nelson Brown,Nelson Brown,Earth-616,,Patsy and Hedy,60,1958,October

Neri_(Asgardian)_(Earth-616),Character,Neri,Neri,Earth-616,,Journey into Mystery,92,1963,May

Netherworld,Location,,,,,Tales of Suspense,43,1963,July

Netherworlders,Race,,,,,Tales of Suspense,43,1963,July

Neuronmagnet,Item,,,,,Incredible Hulk,5,1963,January

Neutralizer_Ray,Item,,,,,Incredible Hulk,114,1969,April

New_America,Location,,,,,Young Allies,2,1941,Winter

New_Jersey_Palisades,Location,,,,,Fantastic Four,18,1963,September

New_Men,Race,,,,,Thor,133,1966,October

New_York_Public_Library_(Main_Branch),Location,,,,,Daredevil,40,1968,May

New_York_State_Prison,Location,,,,,Amazing Spider-Man,37,1966,June

Nicholas_Bromwell_(Earth-616),Character,Nicholas Bromwell,Nicholas Bromwell,Earth-616,,Amazing Spider-Man,9,1964,February

Nicholas_Fury_(Earth-616),Character,The Unseen,Nicholas Joseph Fury,Earth-616,Single,Sgt Fury and his Howling Commandos,1,1963,May

Nicholas_Fury_(Earth-71016),Character,Nick Fury,Nicholas Fury,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Nicholas_Trask_(Earth-616),Character,Nick Trask,Nicholas Trask,Earth-616,,Savage She-Hulk,1,1980,February

"Nick_Lewis,_Sr._(Earth-616)",Character,Crime-Master,Nick Lewis Sr.,Earth-616,Single,Amazing Spider-Man,26,1965,July

Nidavellir,Location,,,,,Journey into Mystery,103,1964,April

Nigel_Carruthers_(Earth-616),Character,Warlock Prime,Nigel Carruthers,Earth-616,,Silver Surfer,12,1970,January

Nightmare_(Earth-616),Character,Nightmare,Nightmare,Earth-616,Single,Strange Tales,110,1963,July

Nikita_Khrushchev_(Earth-616),Character,Nikita Khrushchev,Nikita Khrushchev,Earth-616,,Tales to Astonish,35,1962,September

Nora_Trask_(Earth-616),Character,Nora Trask,Nora Trask,Earth-616,,Rawhide Kid,35,1963,August

Norbert_Ebersol_(Earth-616),Character,Fixer,Paul Norbert Ebersol,Earth-616,Single,Strange Tales,141,1966,February

Norman_Osborn_(Earth-616),Character,Carnage,Norman Virgil Osborn,Earth-616,Widowed,Amazing Spider-Man,14,1964,July

Norman_Osborn_(Earth-77013),Character,Green Goblin,Norman Osborn,Earth-77013,,Spider-Man Newspaper Strips,2002,2002,

Norma_Thaxton_(Earth-616),Character,Norma Thaxton,Norma Thaxton,Earth-616,,Journey into Mystery,120,1965,September

Norns_(Fates)_(Earth-616),Team,,,,,Journey into Mystery,102,1964,March

Norn_Hag_(Earth-616),Character,Norn Hag,Unknown,Earth-616,,Journey into Mystery,101,1964,February

Norrin_Radd_(Earth-1102),Character,Silver Surfer,Norrin Radd,Earth-1102,,What If?,200,2011,February

Norrin_Radd_(Earth-71016),Character,Silver Surfer,Norrin Radd,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Norrin_Radd_(Earth-7888),Character,Silver Surfer,Norrin Radd,Earth-7888,Single,Fireside Book Series,11,1979,

Northfield_Dormitory,Location,,,,,Fantastic Four,52,1966,July

Norton_Fester_(Earth-616),Character,Looter,Norton G. Fester,Earth-616,Single,Amazing Spider-Man,36,1966,May

Norton_McCoy_(Earth-616),Character,Norton McCoy,Norton McCoy,Earth-616,Married,X-Men,15,1965,December

Number_Five_(Earth-616),Character,Number Five,Unknown,Earth-616,,Tales to Astonish,81,1966,July

Number_Four_(Earth-616),Character,Number Four,Unknown,Earth-616,,Tales to Astonish,83,1966,September

Number_Seven_(Earth-616),Character,Number Seven,Unknown,Earth-616,,Tales to Astonish,81,1966,July

Number_Two_(Earth-616),Character,Number Two,Unknown,Earth-616,,Tales to Astonish,83,1966,September

Octo-Monster_(Earth-616),Character,Octo-Monster,Octo-Monster,Earth-616,Single,Tales to Astonish,24,1961,October

Odinsword,Item,,,,,Journey into Mystery,117,1965,June

Odin_Borson_(Earth-616),,,,,,Journey into Mystery,85,1962,October

Odin_Borson_(Earth-70766),,,,,,Thor,178,1970,July

Odin_Borson_(Earth-77013),Character,Odin,Odin Borson,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Odysseus_(Earth-616),Character,Odysseus,Odysseus,Earth-616,Married,Tales of Suspense,10,1960,July

Ogar_(Earth-616),Character,Ogar,Ogar,Earth-616,,Tales to Astonish,14,1960,December

Ogor_(Kallusian)_(Earth-616),Character,Ogor,Ogor,Earth-616,,Avengers,14,1965,March

Ogur_(Earth-616),Character,Ogur,Ogur,Earth-616,,Thor,138,1967,March

Oldar_(Earth-616),Character,Oldar,Oldar,Earth-616,Single,Incredible Hulk,102,1968,April

"Oliver_Smith,_Jr._(Earth-616)",Character,"Oliver Smith, Jr.","Oliver Smith, Jr.",Earth-616,Single,Junior Miss,24,1947,April

Oliver_Smith_(Earth-616),Character,Oliver P. Smith,Oliver P. Smith,Earth-616,Married,Junior Miss,24,1947,April

Olympians,Race,,,,,Venus,1,1948,August

Oobagonians,Race,,,,,Journey Into Mystery,60,1960,September

Ophelia_Sarkissian_(Earth-616),Character,Viper,Ophelia Sarkissian,Earth-616,Divorced,Captain America,110,1969,February

Orb_of_Agamotto,Item,,,,,Strange Tales,118,1964,March

Order_of_the_Hood_(Earth-616),Team,,,,,All Winners Comics,1,1941,Summer

Orikal_(Earth-616),Character,Orikal,Unknown,Earth-616,,Thor,138,1967,March

Ororo_Munroe_(Earth-71016),Character,Storm,Ororo Munroe,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Orson_Kasloff_(Earth-616),Character,Asbestos Man,Dr. Orson Kasloff,Earth-616,,Strange Tales,111,1963,August

Orville_Jones_(Earth-616),Character,Orville Jones,Orville Jones,Earth-616,,Kid Colt Outlaw,102,1962,January

Osborn_Laboratories,Location,,,,,Amazing Spider-Man,37,1966,June

Oshtur_(Earth-616),Character,Oshtur,Oshtur,Earth-616,Single,Marvel Premiere,5,1972,November

Otto_Octavius_(Earth-616),Character,Spider-Man,Otto Gunther Octavius,Earth-616,Single,Amazing Spider-Man,3,1963,July

Otto_Octavius_(Earth-77013),Character,Doctor Octopus,Otto Octavius,Earth-77013,Single,Spider-Man Newspaper Strips,1977,1977,

Otto_Octavius_(Earth-92131),Character,Doctor Octopus,Otto Octavius,Earth-92131,Single,Doctor Octopus: Armed and Dangerous,,1995,February

Otto_Rabe_(Earth-616),Character,Otto Rabe,Otto Rabe,Earth-616,,Sgt Fury and his Howling Commandos,14,1965,January

Otto_Shmidt_(Earth-616),Character,Otto Shmidt,Otto Shmidt,Earth-616,,Sgt Fury and his Howling Commandos,7,1964,May

Ovoids,Race,,,,,Fantastic Four,10,1963,January

Owen_Reece_(Earth-616),Character,Molecule Man,Owen Reece ,Earth-616,,Fantastic Four,20,1963,November

Pacifier_Robot_(Earth-616),Character,Pacifier Robot,Pacifier Robot,Earth-616,,Fantastic Four,57,1966,December

Packrats_(Earth-616),Team,,,,,The Spectacular Spider-Man Annual,10,1990,August

Pamela_Hawley_(Earth-616),Character,Pamela Hawley,Pamela Hawley,Earth-616,,Sgt Fury and his Howling Commandos,4,1963,November

Pandora_(Earth-616),Character,Pandora,Pandora,Earth-616,,Journey into Mystery,74,1961,November

Panther_Habit,Item,,,,,Fantastic Four,52,1966,July

Panther_Idol,Item,,,,,Fantastic Four,52,1966,July

Panther_Island_(Caribbean),Location,,,,,Fantastic Four Annual,5,1967,November

Park_Tower,Location,,,,,Tales to Astonish,85,1966,November

Parthea,Location,,,,,Tales of Suspense,53,1964,May

Paste-Gun,Item,,,,,Strange Tales,104,1963,January

Patricia_Walker_(Earth-616),Character,Hellcat,"Patricia ""Patsy"" Walker",Earth-616,Divorced,Miss America Magazine,2,1944,November

Patrick_O%27Toole_(Earth-616),Character,Patrick O'Toole,Patrick O'Toole,Earth-616,,Young Allies,1,1941,Summer

Patty_Barning_(Earth-616),Character,Patty Barning,Patty Barning,Earth-616,,Amazing Adult Fantasy,10,1962,March

Paul_Bunyan_(Earth-616),Character,Paul Bunyan,Paul Bunyan,Earth-616,,Avengers,10,1964,November

Paul_Drumm_(Earth-616),Character,Paul Drumm,Paul Drumm,Earth-616,Single,Tales of Suspense,31,1962,July

Paul_Duval_(Earth-616),Character,Grey Gargoyle,Paul Pierre Duval,Earth-616,Single,Journey into Mystery,107,1964,August

Paul_Fosgrave_(Earth-616),Character,Professor Fosgrave,Paul Fosgrave,Earth-616,,Captain America,120,1969,December

Paul_Harper_(Earth-616),Character,Paul Harper,Paul Harper,Earth-616,Engaged,Amazing Adventures,3,1961,August

Paul_McCartney_(Earth-616),Character,Paul McCartney,James Paul McCartney,Earth-616,Single,Strange Tales,130,1965,March

Paul-Philip_Ravage_(Earth-928),Character,Ravage,Paul-Philip Ravage,Earth-928,Single,Ravage 2099,1,1992,December

Paul_Rodgers_(Earth-616),Character,Paul Rodgers,Paul Rodgers,Earth-616,,Journey into Mystery,82,1962,July

Paul_Smythe_(Earth-616),Character,Paul Smythe,Paul Smythe,Earth-616,,All Winners Comics,2,1941,Fall

Paul_Stevenson_(Earth-92131),Character,Paul Stevenson,Paul Stevenson,Earth-92131,Single,"The Alien Costume, Part One",,1995,April

Peaceable_Morgan_(Earth-616),Character,Peaceable Morgan,Morgan,Earth-616,,Rawhide Kid,27,1962,April

Pearla_(Earth-616),Character,Queen Pearla,Pearla,Earth-616,,Fantastic Four,16,1963,July

Pearl_Dimly_(Earth-616),Character,Pearl Dimly,Pearl Dimly,Earth-616,Single,My Girl Pearl,1,1955,April

Pedros_(Earth-616),Character,Pedros,Pedros,Earth-616,,Amazing Fantasy,15,1962,August

Peotor_(Earth-616),Character,Peotor,Peotor,Earth-616,Single,Fantastic Four,13,1963,April

Percival_Hawley_(Earth-616),Character,Lord Ha-Ha,Percival Hawley,Earth-616,,Sgt Fury and his Howling Commandos,4,1963,November

Percival_Pinkerton_(Earth-616),Character,Pinky Pinkerton,Percival Pinkerton,Earth-616,Single,Sgt Fury and his Howling Commandos,8,1964,July

Periwinkle_Potter_(Earth-616),Character,Periwinkle Potter,Periwinkle Potter,Earth-616,Single,Meet Miss Bliss,1,1955,May

Perry_Palette_(Earth-616),Character,Perry Palette,Perry Palette,Earth-616,,Venus,1,1948,August

Peter_Doogle_(Earth-616),Character,Peter Doogle,Peter Doogle,Earth-616,Single,Melvin the Monster,1,1956,July
